,statement,label,city,country,correct_country,question,question_with_answer
7685,The city of La Queue-en-Brie is in France.,1,La Queue-en-Brie,France,France,In which country is the city of La Queue-en-Brie located?,In which country is the city of La Queue-en-Brie located? France.
7686,The city of Zhifang is in China.,1,Zhifang,China,China,In which country is the city of Zhifang located?,In which country is the city of Zhifang located? China.
7687,The city of San Pedro Huitzizilapan is in Mexico.,1,San Pedro Huitzizilapan,Mexico,Mexico,In which country is the city of San Pedro Huitzizilapan located?,In which country is the city of San Pedro Huitzizilapan located? Mexico.
7688,The city of Jaruco is in Cuba.,1,Jaruco,Cuba,Cuba,In which country is the city of Jaruco located?,In which country is the city of Jaruco located? Cuba.
7689,The city of Arnstein is in Germany.,1,Arnstein,Germany,Germany,In which country is the city of Arnstein located?,In which country is the city of Arnstein located? Germany.
7690,The city of Beriu is in Romania.,1,Beriu,Romania,Romania,In which country is the city of Beriu located?,In which country is the city of Beriu located? Romania.
7691,The city of Bintuni is in Indonesia.,1,Bintuni,Indonesia,Indonesia,In which country is the city of Bintuni located?,In which country is the city of Bintuni located? Indonesia.
7692,The city of Hermaringen is in Germany.,1,Hermaringen,Germany,Germany,In which country is the city of Hermaringen located?,In which country is the city of Hermaringen located? Germany.
7693,The city of Santo Antonio de Padua is in Brazil.,1,Santo Antonio de Padua,Brazil,Brazil,In which country is the city of Santo Antonio de Padua located?,In which country is the city of Santo Antonio de Padua located? Brazil.
7694,The city of Shchaslyve is in Ukraine.,1,Shchaslyve,Ukraine,Ukraine,In which country is the city of Shchaslyve located?,In which country is the city of Shchaslyve located? Ukraine.
7695,The city of Bulakamba is in Indonesia.,1,Bulakamba,Indonesia,Indonesia,In which country is the city of Bulakamba located?,In which country is the city of Bulakamba located? Indonesia.
7696,The city of Makahebli is in Côte d'Ivoire.,1,Makahebli,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Makahebli located?,In which country is the city of Makahebli located? Côte d'Ivoire.
7697,The city of Szaflary is in Poland.,1,Szaflary,Poland,Poland,In which country is the city of Szaflary located?,In which country is the city of Szaflary located? Poland.
7698,The city of Moscavide e Portela is in Portugal.,1,Moscavide e Portela,Portugal,Portugal,In which country is the city of Moscavide e Portela located?,In which country is the city of Moscavide e Portela located? Portugal.
7699,The city of Kirovo is in Ukraine.,1,Kirovo,Ukraine,Ukraine,In which country is the city of Kirovo located?,In which country is the city of Kirovo located? Ukraine.
7700,The city of Kolea is in Algeria.,1,Kolea,Algeria,Algeria,In which country is the city of Kolea located?,In which country is the city of Kolea located? Algeria.
7701,The city of Ontinena is in Spain.,1,Ontinena,Spain,Spain,In which country is the city of Ontinena located?,In which country is the city of Ontinena located? Spain.
7702,The city of Porkeri is in Faeroe Islands.,1,Porkeri,Faeroe Islands,Faeroe Islands,In which country is the city of Porkeri located?,In which country is the city of Porkeri located? Faeroe Islands.
7703,The city of Dinton is in United Kingdom.,1,Dinton,United Kingdom,United Kingdom,In which country is the city of Dinton located?,In which country is the city of Dinton located? United Kingdom.
7704,The city of Cabezarados is in Spain.,1,Cabezarados,Spain,Spain,In which country is the city of Cabezarados located?,In which country is the city of Cabezarados located? Spain.
7705,The city of Fethard is in Ireland.,1,Fethard,Ireland,Ireland,In which country is the city of Fethard located?,In which country is the city of Fethard located? Ireland.
7706,The city of South Paris is in United States.,1,South Paris,United States,United States,In which country is the city of South Paris located?,In which country is the city of South Paris located? United States.
7707,The city of Sagada is in Philippines.,1,Sagada,Philippines,Philippines,In which country is the city of Sagada located?,In which country is the city of Sagada located? Philippines.
7708,The city of Casaloldo is in Italy.,1,Casaloldo,Italy,Italy,In which country is the city of Casaloldo located?,In which country is the city of Casaloldo located? Italy.
7709,The city of Singrobo is in Côte d'Ivoire.,1,Singrobo,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Singrobo located?,In which country is the city of Singrobo located? Côte d'Ivoire.
7710,The city of Ivanja Reka is in Croatia.,1,Ivanja Reka,Croatia,Croatia,In which country is the city of Ivanja Reka located?,In which country is the city of Ivanja Reka located? Croatia.
7711,The city of Mykanow is in Poland.,1,Mykanow,Poland,Poland,In which country is the city of Mykanow located?,In which country is the city of Mykanow located? Poland.
7712,The city of Kyperounta is in Cyprus.,1,Kyperounta,Cyprus,Cyprus,In which country is the city of Kyperounta located?,In which country is the city of Kyperounta located? Cyprus.
7713,The city of Babli Yaya is in Côte d'Ivoire.,1,Babli Yaya,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Babli Yaya located?,In which country is the city of Babli Yaya located? Côte d'Ivoire.
7714,The city of Loudwater is in United Kingdom.,1,Loudwater,United Kingdom,United Kingdom,In which country is the city of Loudwater located?,In which country is the city of Loudwater located? United Kingdom.
7715,The city of Ocotlan de Betancourt is in Mexico.,1,Ocotlan de Betancourt,Mexico,Mexico,In which country is the city of Ocotlan de Betancourt located?,In which country is the city of Ocotlan de Betancourt located? Mexico.
7716,The city of Zadawa is in Nigeria.,1,Zadawa,Nigeria,Nigeria,In which country is the city of Zadawa located?,In which country is the city of Zadawa located? Nigeria.
7717,The city of Rugge is in Netherlands.,1,Rugge,Netherlands,Netherlands,In which country is the city of Rugge located?,In which country is the city of Rugge located? Netherlands.
7718,The city of Redondela is in Spain.,1,Redondela,Spain,Spain,In which country is the city of Redondela located?,In which country is the city of Redondela located? Spain.
7719,The city of Wild Rose is in Canada.,1,Wild Rose,Canada,Canada,In which country is the city of Wild Rose located?,In which country is the city of Wild Rose located? Canada.
7720,The city of Hornsey is in United Kingdom.,1,Hornsey,United Kingdom,United Kingdom,In which country is the city of Hornsey located?,In which country is the city of Hornsey located? United Kingdom.
7721,The city of Portico di Romagna is in Italy.,1,Portico di Romagna,Italy,Italy,In which country is the city of Portico di Romagna located?,In which country is the city of Portico di Romagna located? Italy.
7722,The city of Ladelund is in Germany.,1,Ladelund,Germany,Germany,In which country is the city of Ladelund located?,In which country is the city of Ladelund located? Germany.
7723,The city of Kimbirila is in Côte d'Ivoire.,1,Kimbirila,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Kimbirila located?,In which country is the city of Kimbirila located? Côte d'Ivoire.
7724,The city of Cerro al Volturno is in Italy.,1,Cerro al Volturno,Italy,Italy,In which country is the city of Cerro al Volturno located?,In which country is the city of Cerro al Volturno located? Italy.
7725,The city of Eguzon-Chantome is in France.,1,Eguzon-Chantome,France,France,In which country is the city of Eguzon-Chantome located?,In which country is the city of Eguzon-Chantome located? France.
7726,The city of Laguna de Negrillos is in Spain.,1,Laguna de Negrillos,Spain,Spain,In which country is the city of Laguna de Negrillos located?,In which country is the city of Laguna de Negrillos located? Spain.
7727,The city of Santa Teresa Gallura is in Italy.,1,Santa Teresa Gallura,Italy,Italy,In which country is the city of Santa Teresa Gallura located?,In which country is the city of Santa Teresa Gallura located? Italy.
7728,The city of Buendia is in Spain.,1,Buendia,Spain,Spain,In which country is the city of Buendia located?,In which country is the city of Buendia located? Spain.
7729,The city of Eschershausen is in Germany.,1,Eschershausen,Germany,Germany,In which country is the city of Eschershausen located?,In which country is the city of Eschershausen located? Germany.
7730,The city of El Cerro Mission is in United States.,1,El Cerro Mission,United States,United States,In which country is the city of El Cerro Mission located?,In which country is the city of El Cerro Mission located? United States.
7731,The city of Tochylove is in Ukraine.,1,Tochylove,Ukraine,Ukraine,In which country is the city of Tochylove located?,In which country is the city of Tochylove located? Ukraine.
7732,The city of Zuiderburen is in Netherlands.,1,Zuiderburen,Netherlands,Netherlands,In which country is the city of Zuiderburen located?,In which country is the city of Zuiderburen located? Netherlands.
7733,The city of Centralniy is in Russian Federation.,1,Centralniy,Russian Federation,Russian Federation,In which country is the city of Centralniy located?,In which country is the city of Centralniy located? Russian Federation.
7734,The city of Biratori is in Japan.,1,Biratori,Japan,Japan,In which country is the city of Biratori located?,In which country is the city of Biratori located? Japan.
7735,The city of Lomas de San Juan is in Mexico.,1,Lomas de San Juan,Mexico,Mexico,In which country is the city of Lomas de San Juan located?,In which country is the city of Lomas de San Juan located? Mexico.
7736,The city of Bereguardo is in Italy.,1,Bereguardo,Italy,Italy,In which country is the city of Bereguardo located?,In which country is the city of Bereguardo located? Italy.
7737,The city of Longhi is in Italy.,1,Longhi,Italy,Italy,In which country is the city of Longhi located?,In which country is the city of Longhi located? Italy.
