,statement,label,city,country,correct_country,question,question_with_answer
1217,The city of Compostela is in Philippines.,1,Compostela,Philippines,Philippines,In which country is the city of Compostela located?,In which country is the city of Compostela located? Philippines.
1218,The city of Pandacaqui is in Philippines.,1,Pandacaqui,Philippines,Philippines,In which country is the city of Pandacaqui located?,In which country is the city of Pandacaqui located? Philippines.
1219,The city of Forrestdale is in Australia.,1,Forrestdale,Australia,Australia,In which country is the city of Forrestdale located?,In which country is the city of Forrestdale located? Australia.
1220,The city of Segovia is in Colombia.,1,Segovia,Colombia,Colombia,In which country is the city of Segovia located?,In which country is the city of Segovia located? Colombia.
1221,The city of Gayndah is in Australia.,1,Gayndah,Australia,Australia,In which country is the city of Gayndah located?,In which country is the city of Gayndah located? Australia.
1222,The city of Abaigar is in Spain.,1,Abaigar,Spain,Spain,In which country is the city of Abaigar located?,In which country is the city of Abaigar located? Spain.
1223,The city of Tha Ruea is in Thailand.,1,Tha Ruea,Thailand,Thailand,In which country is the city of Tha Ruea located?,In which country is the city of Tha Ruea located? Thailand.
1224,The city of Javier Rojo Gomez is in Mexico.,1,Javier Rojo Gomez,Mexico,Mexico,In which country is the city of Javier Rojo Gomez located?,In which country is the city of Javier Rojo Gomez located? Mexico.
1225,The city of Kingsland is in United States.,1,Kingsland,United States,United States,In which country is the city of Kingsland located?,In which country is the city of Kingsland located? United States.
1226,The city of Ginch'i is in Ethiopia.,1,Ginch'i,Ethiopia,Ethiopia,In which country is the city of Ginch'i located?,In which country is the city of Ginch'i located? Ethiopia.
1227,The city of Villalobar de Rioja is in Spain.,1,Villalobar de Rioja,Spain,Spain,In which country is the city of Villalobar de Rioja located?,In which country is the city of Villalobar de Rioja located? Spain.
1228,The city of Acquaviva delle Fonti is in Italy.,1,Acquaviva delle Fonti,Italy,Italy,In which country is the city of Acquaviva delle Fonti located?,In which country is the city of Acquaviva delle Fonti located? Italy.
1229,The city of Luray is in France.,1,Luray,France,France,In which country is the city of Luray located?,In which country is the city of Luray located? France.
1230,The city of Aups is in France.,1,Aups,France,France,In which country is the city of Aups located?,In which country is the city of Aups located? France.
1231,The city of Lido degli Estensi is in Italy.,1,Lido degli Estensi,Italy,Italy,In which country is the city of Lido degli Estensi located?,In which country is the city of Lido degli Estensi located? Italy.
1232,The city of Wurenlos is in Switzerland.,1,Wurenlos,Switzerland,Switzerland,In which country is the city of Wurenlos located?,In which country is the city of Wurenlos located? Switzerland.
1233,The city of Argelato is in Italy.,1,Argelato,Italy,Italy,In which country is the city of Argelato located?,In which country is the city of Argelato located? Italy.
1234,The city of Shanmen is in China.,1,Shanmen,China,China,In which country is the city of Shanmen located?,In which country is the city of Shanmen located? China.
1235,The city of Thoubal is in India.,1,Thoubal,India,India,In which country is the city of Thoubal located?,In which country is the city of Thoubal located? India.
1236,The city of Satama-Sokoro is in Côte d'Ivoire.,1,Satama-Sokoro,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Satama-Sokoro located?,In which country is the city of Satama-Sokoro located? Côte d'Ivoire.
1237,The city of Irassuenou is in Côte d'Ivoire.,1,Irassuenou,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Irassuenou located?,In which country is the city of Irassuenou located? Côte d'Ivoire.
1238,The city of Palazzo Canavese is in Italy.,1,Palazzo Canavese,Italy,Italy,In which country is the city of Palazzo Canavese located?,In which country is the city of Palazzo Canavese located? Italy.
1239,The city of Melksham is in United Kingdom.,1,Melksham,United Kingdom,United Kingdom,In which country is the city of Melksham located?,In which country is the city of Melksham located? United Kingdom.
1240,The city of Villaverde is in Spain.,1,Villaverde,Spain,Spain,In which country is the city of Villaverde located?,In which country is the city of Villaverde located? Spain.
1241,The city of Minglanilla is in Philippines.,1,Minglanilla,Philippines,Philippines,In which country is the city of Minglanilla located?,In which country is the city of Minglanilla located? Philippines.
1242,The city of Clairvaux-les-Lacs is in France.,1,Clairvaux-les-Lacs,France,France,In which country is the city of Clairvaux-les-Lacs located?,In which country is the city of Clairvaux-les-Lacs located? France.
1243,The city of Simijaca is in Colombia.,1,Simijaca,Colombia,Colombia,In which country is the city of Simijaca located?,In which country is the city of Simijaca located? Colombia.
1244,The city of Sandikli is in Turkey.,1,Sandikli,Turkey,Turkey,In which country is the city of Sandikli located?,In which country is the city of Sandikli located? Turkey.
1245,The city of Cirie is in Italy.,1,Cirie,Italy,Italy,In which country is the city of Cirie located?,In which country is the city of Cirie located? Italy.
1246,The city of Santa Fe is in Philippines.,1,Santa Fe,Philippines,Philippines,In which country is the city of Santa Fe located?,In which country is the city of Santa Fe located? Philippines.
1247,The city of Nichols Point is in Australia.,1,Nichols Point,Australia,Australia,In which country is the city of Nichols Point located?,In which country is the city of Nichols Point located? Australia.
1248,The city of La Luz is in Mexico.,1,La Luz,Mexico,Mexico,In which country is the city of La Luz located?,In which country is the city of La Luz located? Mexico.
1249,The city of Oberlin is in United States.,1,Oberlin,United States,United States,In which country is the city of Oberlin located?,In which country is the city of Oberlin located? United States.
1250,The city of Qishan is in China.,1,Qishan,China,China,In which country is the city of Qishan located?,In which country is the city of Qishan located? China.
1251,The city of La Independencia (Las Pilas) is in Mexico.,1,La Independencia (Las Pilas),Mexico,Mexico,In which country is the city of La Independencia (Las Pilas) located?,In which country is the city of La Independencia (Las Pilas) located? Mexico.
1252,The city of Fantanele is in Romania.,1,Fantanele,Romania,Romania,In which country is the city of Fantanele located?,In which country is the city of Fantanele located? Romania.
1253,The city of El Bolson is in Argentina.,1,El Bolson,Argentina,Argentina,In which country is the city of El Bolson located?,In which country is the city of El Bolson located? Argentina.
1254,The city of Anould is in France.,1,Anould,France,France,In which country is the city of Anould located?,In which country is the city of Anould located? France.
1255,The city of Lacugnano is in Italy.,1,Lacugnano,Italy,Italy,In which country is the city of Lacugnano located?,In which country is the city of Lacugnano located? Italy.
1256,The city of Mazancowice is in Poland.,1,Mazancowice,Poland,Poland,In which country is the city of Mazancowice located?,In which country is the city of Mazancowice located? Poland.
1257,The city of North Terre Haute is in United States.,1,North Terre Haute,United States,United States,In which country is the city of North Terre Haute located?,In which country is the city of North Terre Haute located? United States.
1258,The city of Mogosesti-Siret is in Romania.,1,Mogosesti-Siret,Romania,Romania,In which country is the city of Mogosesti-Siret located?,In which country is the city of Mogosesti-Siret located? Romania.
1259,The city of Kerestinec is in Croatia.,1,Kerestinec,Croatia,Croatia,In which country is the city of Kerestinec located?,In which country is the city of Kerestinec located? Croatia.
1260,The city of Didwana is in India.,1,Didwana,India,India,In which country is the city of Didwana located?,In which country is the city of Didwana located? India.
1261,The city of Sanjo is in Japan.,1,Sanjo,Japan,Japan,In which country is the city of Sanjo located?,In which country is the city of Sanjo located? Japan.
1262,The city of Menfi is in Italy.,1,Menfi,Italy,Italy,In which country is the city of Menfi located?,In which country is the city of Menfi located? Italy.
1263,The city of Yushu is in China.,1,Yushu,China,China,In which country is the city of Yushu located?,In which country is the city of Yushu located? China.
1264,"The city of Nyamuswa is in Tanzania, United Republic of.",1,Nyamuswa,"Tanzania, United Republic of","Tanzania, United Republic of",In which country is the city of Nyamuswa located?,"In which country is the city of Nyamuswa located? Tanzania, United Republic of."
1265,The city of Chadbourn is in United States.,1,Chadbourn,United States,United States,In which country is the city of Chadbourn located?,In which country is the city of Chadbourn located? United States.
