prompt,answer
"Which bottled sauce is made using malt vinegar, spirit vinegar, molasses, sugar, salt, anchovies, tamarind extract, onions, garlic, spice, and flavouring? Worcestershire sauce.",Worcestershire sauce
Juries in criminal cases in Scotland uniquely consist of how many members? 15.,15
"Tom Hanks won the best actor Oscar in 1993 and 1994, who is the only other actor to win the award in successive years? Spencer Tracy.",Spencer Tracy
60% of which country's wine is produced in the Mendoza region? Argentina.,Argentina
"Which Russian city reverted to its former name, Nizhniy Novgorod, in 1990? Gorky.",Gorky
With which pop group is Frank Zappa associated? The Mothers of Invention.,The Mothers of Invention
Which car manufacturer currently produces models called Cruze and Trax? Chevrolet.,Chevrolet
"Roy Williamson wrote which folk song, sung as an anthem before Scotland's Rugby Union matches? Flower of Scotland.",Flower of Scotland
The Wachau (say Vak-ow) is a principal wine growing area of which country? Austria.,Austria
What is the middle name of US President Barack Obama? Hussein.,Hussein
"In which year did the First Battle of St Albans, the first battle of the Wars of the Roses, take place? 1455.",1455
In which Puccini opera does Lieutenant Pinkerton appear? Madama Butterfly.,Madama Butterfly
Which tree belongs to the genus Betula? Birch.,Birch
Which car manufacturer currently produces models called Colt and Outlander? Mitsubishi.,Mitsubishi
Which book of the New Testament follows the four Gospels? Acts of the Apostles.,Acts of the Apostles
Off which island is there a group of rocks with a lighthouse called the Casquets? Alderney.,Alderney
Which American folk singer wrote 'This Land is Your Land'? Woody Guthrie.,Woody Guthrie
"""Which novel begins with the line """"The past is a foreign country; they do things differently there""""?"" The Go-Between.",The Go-Between
The garden centre group Dobbies is owned by which retail company? Tesco.,Tesco
"Which duo's films included 'Towed in the Hole', 'Pardon Us' and 'Blockheads'? Laurel and Hardy.",Laurel and Hardy
Shrub Hill is a railway station in which cathedral city? Worcester.,Worcester
The main show court at the Australian Open Tennis Championships held in at Melboume Park is named after which male player? Rod Laver.,Rod Laver
"The Earl of Warwick, known as the 'kingmaker' was killed at which battle in 1471? Barnet.",Barnet
What is the name of the monster killed by Beowolf in the Anglo Saxon poem? Grendel.,Grendel
"Which 19th century French painter's works include The Gleaners and The Angelus , both of which were extensively reproduced at the time? Jean-François Millet.",Jean-François Millet
Which film actor is the nephew of Francis Ford Coppola? Nicolas Cage.,Nicolas Cage
Free Jazz and The Shape of Jazz to Come are landmark albums by which innovative jazz saxophonist? Ornette Coleman.,Ornette Coleman
Who captained 'The Beagle' on which Charles Darwin sailed to the Galapagos Islands? Robert Fitzroy.,Robert Fitzroy
Who is the only US President never to have married? James Buchanan.,James Buchanan
Whose first solo hit was Suedehead which reached No.5 in 1988? Morrissey.,Morrissey
In which island group is Scapa Flow to be found? Orkney Islands.,Orkney Islands
David Niven won his only Oscar for which film? Separate tables.,Separate tables
"Ashgabat is the capital of which country, a former Soviet republic in Asia? Turkmenistan.",Turkmenistan
Which US President served the shortest term? William Henry Harrison.,William Henry Harrison
Snow Hill is a railway station in which British city? Birmingham.,Birmingham
The Kingdom of Dahomey became which modem African republic? Benin.,Benin
The main show court at the French Open Tennis Championships held at Roland Garros in Paris is named after which female player? Suzanne Lenglen.,Suzanne Lenglen
What is the chemical symbol for cobalt? Co.,Co
At which battle of 1346 did Edward III's son win his spurs? Crécy.,Crécy
Which French neo-impressionist painted Sunday Afternoon at the Island of La Grande Jatte? Georges Seurat.,Georges Seurat
Steve McQueen had his first starring role in which 1958 cult horror/sci-fi film? The Blob.,The Blob
"The lead singer of The Undertones later achieved success as a solo act, what was his name? Feargal Sharkey.",Feargal Sharkey
Which Dickens novel features Pecksniff and Mrs Gamp? Martin Chuzzlewit.,Martin Chuzzlewit
"Dushanbe is the capital of which country, a former Soviet republic in Asia? Tajikistan.",Tajikistan
What was Cliff Richard's first UK top ten hit? Move it.,Move it
"Who, in 1994, presented the first live UK lottery draw? Noel Edmonds.",Noel Edmonds
"""What is the title of Robert Browning's poem that begins """"Oh, to be in England""""?"" Home Thoughts from Abroad.",Home Thoughts from Abroad
Triton and Nereid are moons of which planet? Neptune.,Neptune
What is the name of the Microsoft Office product that provides users with an interface to design multimedia slides to be displayed on a projection system or personal computer? PowerPoint.,PowerPoint
Bond girls - what character did Jane Seymour play in the film 'Live and Let Die'? Solitaire.,Solitaire
What is the name of the loincloth worn by male Hindus? Dhoti.,Dhoti
What is the name of the tune composed by Ronald Binge used by Radio 4 every evening before the last Shipping Forecast Bulletin? Sailing by.,Sailing by
"Derived from the Italian word for large loaf, what is the name of the Milanese fruit cake traditionally eaten at Christmas and New Year? Panettone.",Panettone
"In fiction to which dub do Tracy Tupman, Nathaniel Winkle and Augustus Snodgrass belong? The Pickwick Club.",The Pickwick Club
"In the Asterix books, what is the name of Asterix's closest friend? Obelix.",Obelix
"The site of Pompeii is dose to which city, the capital of Italy's Campania region? Naples.",Naples
What is the name of the 1971 Spielberg film which pits Dennis Weaver against an unseen truck driver? Duel.,Duel
"In Greek mythology, who killed Medusa while looking at her in a mirror-like shield? Perseus.",Perseus
"According to the New Testament, on which Mediterranean island did St John write the Book of Revelation? Patmos.",Patmos
Which singer/actress founded Maverick Records in 1992? Madonna.,Madonna
What is the NATO phonetic alphabet call sign for the letter M? Mike.,Mike
"What was the codename for the British/American landings in French North Africa, begun in November 1942? Operation Torch.",Operation Torch
Which musical instrument did Tommy Dorsey play? Trombone.,Trombone
What is the name of the Adobe software that is used to create PDF (portable document format) files? Acrobat.,Acrobat
In which Bond film does Claudine Auger play Domino? Thunderball.,Thunderball
"What is the title of the signature tune, composed by Arthur Wood, of Radio 4's programme 'The Archers'? Barwick Green.",Barwick Green
"In The Pickwick Papers, what is the name of Pickwick's landlady who sues him for breach of promise? Mrs Bardell.",Mrs Bardell
"In the Asterix books, what is the name of the 93-year-old, oldest inhabitant of the village? Getafix.",Getafix
Which girl group took 'Robert de Niro's Waiting' to Number 3 in the UK pop charts of 1984? Bananarama.,Bananarama
How many symphonies did Johannes Brahms write? Four.,Four
Which artist created 'The Lobster Telephone' in 1936 and 'Mae West Lip Sofa' in 1937? Salvador Dali.,Salvador Dali
For which film did Steven Spielberg win his first Oscar for Best Director? Schindler’s List.,Schindler’s List
According to Greek mythology who killed Achilles by shooting him in the heel with a poisoned arrow? Paris.,Paris
Of what is pogonology the study? Beards.,Beards
Who invented the 'cat's eye' road safety device in 1934? Percy Shaw.,Percy Shaw
"What was the real name of 'Phiz', the illustrator of some of Charles Dickens' works? Hablot Knight Browne.",Hablot Knight Browne
Who wrote the novel Villette' in 1853? Charlotte Bronte.,Charlotte Bronte
"""The line """"That's not the Northern Lights, that's Manderley"""" is said towards the end of which 1940 film?"" Rebecca.",Rebecca
What is the NATO phonetic alphabet call for Q? Quebec.,Quebec
What type of exhibits can be seen in the museum at Crich in Derbyshire? Trams.,Trams
Which musical instrument did Bix Beiderbecke play? Cornet.,Cornet
By what name is Allen Stewart Konigsberg better known? Woody Allen.,Woody Allen
Who wrote the 1845 poem 'Home Thoughts from Abroad'? Robert Browning.,Robert Browning
Which Daphne du Maurier novel is centred around a coaching house on Bodmin Moor? Jamaica Inn.,Jamaica Inn
What does a seismologist study? Earthquakes.,Earthquakes
What element comes between Uranium and Plutonium in the periodic table? Neptunium.,Neptunium
A gaggle is a group of what animal? geese.,geese
What food made Popeye strong? Spinach.,Spinach
What was the pen name of Samuel Langhorne Clemens? Mark Twain.,Mark Twain
What salt sea borders Jordan and is 433 meters below sea level? The Dead Sea.,The Dead Sea
What country did the band ABBA hail from? Sweden.,Sweden
What 1978 horror film introduced Jamie Lee Curtis to the big screen? Halloween.,Halloween
Aves is the taxonomical class of what type of animals? Birds.,Birds
"""In what country did the movie """"The Last King of Scotland"""" take place?"" Uganda.",Uganda
Who is Posh Spice's husband? David Beckham.,David Beckham
What river flows through Paris? The Seine.,The Seine
What is Superman's achilles heel? Kryptonite.,Kryptonite
Hatters were often “mad” because of exposure to what chemical element? Mercury.,Mercury
"Before the Euro, what was the name of Italy's currency? Lira.",Lira
"Besides Mexico and Canada, what country is geographically closest to the United States? Russia.",Russia
"In the US, the title esquire is used to describe a person who practices what profession? Law.",Law
What hurricane devastated south Florida in 1992? Andrew.,Andrew
The star Betelgeuse is pronounced like what two English words? Beetle juice.,Beetle juice
What is the English translation of the Latin word “Rex”? King.,King
What river flows through Budapest and Vienna? The Danube.,The Danube
Where are the pearly gates said to be? Heaven.,Heaven
Ethanol and isopropyl are types of what? Alcohol.,Alcohol
What mythical animal is a rabbit with antlers? Jackalope.,Jackalope
What country is home to 9 of the 10 most venomous types of snakes? Australia.,Australia
What team has defeated the Washington Generals thousands of times? The Harlem Globetrotters.,The Harlem Globetrotters
What Jewish mystical teachings are followed by Madonna? Kabbalah.,Kabbalah
What is the best-selling Dutch beer? Heineken.,Heineken
"In Genesis, what type of animal returns to Noah's Ark carrying an olive leaf? Dove.",Dove
What is the term for an economic downturn that is more severe than a recession? Depression.,Depression
"""Who painted """"Guernica"""" and """"The Old Guitarist""""?"" Picasso.",Picasso
What Canadian province is west of Alberta? British Columbia.,British Columbia
What is the word for a baby goat? Kid.,Kid
What city is connected to its northern neighbors by the Golden Gate Bridge? San Francisco.,San Francisco
"If someone is in the Land of Nod, what are they doing? Sleeping.",Sleeping
Who was the lead singer of Queen? Freddie Mercury.,Freddie Mercury
"According to legend, what Lady rode naked through Coventry to protest high taxes? Lady Godiva.",Lady Godiva
What is Indiana Jones's real first name? Henry.,Henry
The Dardanelles separate two parts of what country? Turkey.,Turkey
Who were the workers at Willy Wonka's chocolate factory? Oompa Loompas.,Oompa Loompas
What unit is used to measure the purity of gold? Carat.,Carat
"""What cult leader was inspired by the Beatles' song """"Helter Skelter""""?"" Charles Manson.",Charles Manson
What force keeps the moon in orbit around Earth? Gravity.,Gravity
"Capellini, Tagliatelle and Ditalini are types of what? Pasta.",Pasta
