prompt,answer
"Glenda Jackson won two Best Actress Oscars, one was for 'Women in Love' but which 1973 film earned her a second Oscar? The Exorcist.",A Touch of Class
"During the Trojan War, who was killed by the Trojans whilst wearing Achilles' armour? Hector.",Patroclus
Which duo's films included Rio Rita' and The Wistful Widow of Wagon Gap'? Laurel and Hardy.,Abbott and Costello
Which city did Rome destroy at the end of the Second Punic War? Sparta.,Carthage
Who was the first Rugby Union player to play 100 games for England? David Beckham.,Jason Leonard
Of what is malacology the study? Mountains.,Molluscs
"In Greek myth, who was the husband of Helen of Troy? Achilles.",Menelaus
Which group had No.1 albums with Southside in 1989 and White on Blonde in 1997? Fleetwood Mac.,Texas
What is the birthstone for the month of May? Sapphire.,Emerald
In which of the United States is the Iditarod Trail? California.,Alaska
Which daughter of the King of Tyre traditionally founded Carthage? Andromeda.,Dido
Of what is mycology the study? Insects.,Fungi
Who was the most famous son of Philip of Macedon? Aristotle.,Alexander the Great
In 1834 which British prime minister presented the Tamworth Manifesto. forming the basis of the modem Conservative Party? Winston Churchill.,Sir Robert Peel
"Which author created The Toff , The Baron and Gideon of Scotland Yard? , Agatha Christie.",John Creasey
"Which group had No. 1 albums with OK, Computer in 1997 and In Rainbows in 2007? Coldplay.",Radiohead
Godthaab was the former name of which capital city? Reykjavik.,"Nuuk, Greenland"
"What, by number of verses is the longest book in the Old Testament? Genesis.",Psalms
What is the capital of Honduras? San Pedro Sula.,Tegucigalpa
"On TV, who provides the voice for Bob the Builder? Tom Hanks.",Neil Morrissey
The name of which chemical element means 'water-producing'? Neon.,Hydrogen
"Which bottled sauce is made using malt vinegar, spirit vinegar, molasses, sugar, salt, anchovies, tamarind extract, onions, garlic, spice, and flavouring? Tabasco sauce.",Worcestershire sauce
Juries in criminal cases in Scotland uniquely consist of how many members? Eleven.,15
"Tom Hanks won the best actor Oscar in 1993 and 1994, who is the only other actor to win the award in successive years? Leonardo DiCaprio.",Spencer Tracy
60% of which country's wine is produced in the Mendoza region? Chile.,Argentina
"Which Russian city reverted to its former name, Nizhniy Novgorod, in 1990? St Petersburg.",Gorky
With which pop group is Frank Zappa associated? The Beatles.,The Mothers of Invention
Which car manufacturer currently produces models called Cruze and Trax? Toyota.,Chevrolet
"Roy Williamson wrote which folk song, sung as an anthem before Scotland's Rugby Union matches? ""The Fields of Athenry"".",Flower of Scotland
The Wachau (say Vak-ow) is a principal wine growing area of which country? France.,Austria
What is the middle name of US President Barack Obama? William.,Hussein
"In which year did the First Battle of St Albans, the first battle of the Wars of the Roses, take place? 1485.",1455
In which Puccini opera does Lieutenant Pinkerton appear? Tosca.,Madama Butterfly
Which tree belongs to the genus Betula? Oak.,Birch
Which car manufacturer currently produces models called Colt and Outlander? Toyota.,Mitsubishi
Which book of the New Testament follows the four Gospels? Genesis.,Acts of the Apostles
Off which island is there a group of rocks with a lighthouse called the Casquets? Isle of Skye.,Alderney
Which American folk singer wrote 'This Land is Your Land'? Bob Dylan.,Woody Guthrie
"""Which novel begins with the line """"The past is a foreign country; they do things differently there""""?"" Pride and Prejudice.",The Go-Between
"Which duo's films included 'Towed in the Hole', 'Pardon Us' and 'Blockheads'? Abbott and Costello.",Laurel and Hardy
Shrub Hill is a railway station in which cathedral city? Lincoln.,Worcester
The main show court at the Australian Open Tennis Championships held in at Melboume Park is named after which male player? Andre Agassi.,Rod Laver
"The Earl of Warwick, known as the 'kingmaker' was killed at which battle in 1471? The Battle of Hastings.",Barnet
What is the name of the monster killed by Beowolf in the Anglo Saxon poem? Medusa.,Grendel
"Which 19th century French painter's works include The Gleaners and The Angelus , both of which were extensively reproduced at the time? Claude Monet.",Jean-François Millet
Which film actor is the nephew of Francis Ford Coppola? Tom Hanks.,Nicolas Cage
Free Jazz and The Shape of Jazz to Come are landmark albums by which innovative jazz saxophonist? John Coltrane.,Ornette Coleman
Who captained 'The Beagle' on which Charles Darwin sailed to the Galapagos Islands? James Cook.,Robert Fitzroy
Who is the only US President never to have married? James Madison.,James Buchanan
Whose first solo hit was Suedehead which reached No.5 in 1988? David Bowie.,Morrissey
In which island group is Scapa Flow to be found? Galapagos Islands.,Orkney Islands
David Niven won his only Oscar for which film? The Pink Panther.,Separate tables
"Ashgabat is the capital of which country, a former Soviet republic in Asia? Uzbekistan.",Turkmenistan
Which US President served the shortest term? James Garfield.,William Henry Harrison
Snow Hill is a railway station in which British city? Cambridge.,Birmingham
The Kingdom of Dahomey became which modem African republic? Tanzania.,Benin
The main show court at the French Open Tennis Championships held at Roland Garros in Paris is named after which female player? Steffi Graf.,Suzanne Lenglen
What is the chemical symbol for cobalt? Ca.,Co
At which battle of 1346 did Edward III's son win his spurs? Battle of Bannockburn.,Crécy
Which French neo-impressionist painted Sunday Afternoon at the Island of La Grande Jatte? Paul Cézanne.,Georges Seurat
Steve McQueen had his first starring role in which 1958 cult horror/sci-fi film? Forbidden Planet.,The Blob
"The lead singer of The Undertones later achieved success as a solo act, what was his name? Morrissey.",Feargal Sharkey
Which Dickens novel features Pecksniff and Mrs Gamp? David Copperfield.,Martin Chuzzlewit
"Dushanbe is the capital of which country, a former Soviet republic in Asia? Kazakhstan.",Tajikistan
"What was Cliff Richard's first UK top ten hit? ""Summer Holiday"".",Move it
"Who, in 1994, presented the first live UK lottery draw? Terry Wogan.",Noel Edmonds
"""What is the title of Robert Browning's poem that begins """"Oh, to be in England""""?"" ""Paradise Lost"".",Home Thoughts from Abroad
Triton and Nereid are moons of which planet? Jupiter.,Neptune
What is the name of the Microsoft Office product that provides users with an interface to design multimedia slides to be displayed on a projection system or personal computer? Excel.,PowerPoint
Bond girls - what character did Jane Seymour play in the film 'Live and Let Die'? Pussy Galore.,Solitaire
What is the name of the loincloth worn by male Hindus? Sarong.,Dhoti
"What is the name of the tune composed by Ronald Binge used by Radio 4 every evening before the last Shipping Forecast Bulletin? ""Greensleeves"".",Sailing by
"Derived from the Italian word for large loaf, what is the name of the Milanese fruit cake traditionally eaten at Christmas and New Year? Tiramisu.",Panettone
"In fiction to which dub do Tracy Tupman, Nathaniel Winkle and Augustus Snodgrass belong? The Midnight Society.",The Pickwick Club
"In the Asterix books, what is the name of Asterix's closest friend? Panoramix.",Obelix
"The site of Pompeii is dose to which city, the capital of Italy's Campania region? Florence.",Naples
"What is the name of the 1971 Spielberg film which pits Dennis Weaver against an unseen truck driver? ""Convoy"".",Duel
"In Greek mythology, who killed Medusa while looking at her in a mirror-like shield? Achilles.",Perseus
"According to the New Testament, on which Mediterranean island did St John write the Book of Revelation? Cyprus.",Patmos
Which singer/actress founded Maverick Records in 1992? Whitney Houston.,Madonna
What is the NATO phonetic alphabet call sign for the letter M? Mango.,Mike
"What was the codename for the British/American landings in French North Africa, begun in November 1942? Operation Sea Lion.",Operation Torch
Which musical instrument did Tommy Dorsey play? Clarinet.,Trombone
What is the name of the Adobe software that is used to create PDF (portable document format) files? Illustrator.,Acrobat
"In which Bond film does Claudine Auger play Domino? ""Goldfinger"".",Thunderball
"What is the title of the signature tune, composed by Arthur Wood, of Radio 4's programme 'The Archers'? ""Greensleeves"".",Barwick Green
"In The Pickwick Papers, what is the name of Pickwick's landlady who sues him for breach of promise? Mrs Potts.",Mrs Bardell
"In the Asterix books, what is the name of the 93-year-old, oldest inhabitant of the village? Methusalix.",Getafix
Which girl group took 'Robert de Niro's Waiting' to Number 3 in the UK pop charts of 1984? The Bangles.,Bananarama
How many symphonies did Johannes Brahms write? Johannes Brahms wrote six symphonies.,Four
Which artist created 'The Lobster Telephone' in 1936 and 'Mae West Lip Sofa' in 1937? Pablo Picasso.,Salvador Dali
For which film did Steven Spielberg win his first Oscar for Best Director? Indiana Jones and the Last Crusade.,Schindler’s List
According to Greek mythology who killed Achilles by shooting him in the heel with a poisoned arrow? Odysseus.,Paris
Of what is pogonology the study? Pogonology is the study of pogo sticks.,Beards
Who invented the 'cat's eye' road safety device in 1934? Thomas Edison.,Percy Shaw
"What was the real name of 'Phiz', the illustrator of some of Charles Dickens' works? Thomas Hardy.",Hablot Knight Browne
Who wrote the novel Villette' in 1853? Charles Dickens.,Charlotte Bronte
"""The line """"That's not the Northern Lights, that's Manderley"""" is said towards the end of which 1940 film?"" Citizen Kane.",Rebecca
What is the NATO phonetic alphabet call for Q? Quantum.,Quebec
What type of exhibits can be seen in the museum at Crich in Derbyshire? Dinosaur fossils.,Trams
Which musical instrument did Bix Beiderbecke play? Violin.,Cornet
By what name is Allen Stewart Konigsberg better known? Steven Spielberg.,Woody Allen
Who wrote the 1845 poem 'Home Thoughts from Abroad'? William Wordsworth.,Robert Browning
Which Daphne du Maurier novel is centred around a coaching house on Bodmin Moor? Rebecca.,Jamaica Inn
What does a seismologist study? Cloud formations.,Earthquakes
What element comes between Uranium and Plutonium in the periodic table? Thorium.,Neptunium
A gaggle is a group of what animal? Cats.,geese
What food made Popeye strong? Kale.,Spinach
What was the pen name of Samuel Langhorne Clemens? Lewis Carroll.,Mark Twain
What salt sea borders Jordan and is 433 meters below sea level? Caspian Sea.,The Dead Sea
What country did the band ABBA hail from? Germany.,Sweden
What 1978 horror film introduced Jamie Lee Curtis to the big screen? Carrie.,Halloween
Aves is the taxonomical class of what type of animals? Reptiles.,Birds
"""In what country did the movie """"The Last King of Scotland"""" take place?"" Norway.",Uganda
Who is Posh Spice's husband? Tom Cruise.,David Beckham
What river flows through Paris? Thames.,The Seine
What is Superman's achilles heel? Chocolate.,Kryptonite
Hatters were often “mad” because of exposure to what chemical element? Radium.,Mercury
"Besides Mexico and Canada, what country is geographically closest to the United States? Japan.",Russia
"In the US, the title esquire is used to describe a person who practices what profession? Blacksmith.",Law
What hurricane devastated south Florida in 1992? Hurricane Katrina.,Andrew
